
63,J,0,Z
,19:54:21
A,64,J,3,19:54:21
A,65,J,1,19:54:21
A,66,J,2,19:54:21
,J,7,Z
,19:54:21
A,57,J,6,19:54:21
A,58,J,4,19:54:21
A,59,J,7,19:54:21
A,60,J,6,19:54:21
A,61,J,6,19:54:21
A,62,J,3,19:54:21
A,63,J,0,19:54:21
A,64,J,3,19:54:21
A,65,J,1,19:54:21
A,66,J,2,19:54:21
A,1,J,4,19:54:23
A,2,J,5,19:54:24
A,3,J,3,19:54:25
A,4,J,2,19:54:25
A,5,J,2,19:54:26
A,6,J,5,19:54:27
A,7,J,0,19:54:29
A,8,J,3,19:54:30
A,9,J,1,19:54:30
A,10,J,4,19:54:31
A,11,J,3,19:54:31
A,12,J,1,19:54:32
A,13,J,5,19:54:33
A,14,J,-4,19:54:33
A,15,J,-4,19:54:34
A,16,J,5,19:54:35
A,17,J,0,19:54:35
A,18,J,-2,19:54:36
A,19,J,9,19:54:37
A,20,J,7,19:54:37
A,21,J,7,19:54:38
A,22,J,9,19:54:38
A,23,J,8,19:54:39
A,24,J,8,19:54:40
A,25,J,9,19:54:40
A,26,J,9,19:54:41
A,27,J,9,19:54:42
A,28,J,9,19:54:42
A,29,J,9,19:54:43
A,30,J,9,19:54:44
A,31,J,9,19:54:44
A,32,J,8,19:54:45
A,33,J,9,19:54:46
A,34,J,9,19:54:46
A,35,J,8,19:54:47
A,36,J,9,19:54:47
A,37,J,8,19:54:48
A,38,J,8,19:54:49
A,39,J,9,19:54:49
A,40,J,5,19:54:50
A,41,J,7,19:54:51
A,42,J,7,19:54:51
A,43,J,7,19:54:52
A,44,J,5,19:54:53
A,45,J,8,19:54:53
A,46,J,8,19:54:54
A,47,J,8,19:54:54
A,48,J,4,19:54:55
A,49,J,8,19:54:56
A,50,J,8,19:54:56
A,51,J,5,19:54:57
A,52,J,6,19:54:58
A,53,J,4,19:54:58
A,54,J,5,19:54:59
A,55,J,6,19:55:00
A,56,J,0,19:55:00
A,57,J,2,19:55:01
A,58,J,5,19:55:02
A,59,J,-3,19:55:07
A,60,J,-3,19:55:17
A,61,J,-5,19:55:19
A,62,J,-5,19:55:20
A,63,J,-5,19:55:21
A,64,J,-3,19:55:22
A,65,J,-2,19:55:23
A,1,J,-8,20:04:31
A,2,J,-8,20:11:32
A,3,J,-3,20:12:14
A,4,J,-3,20:12:15
A,5,J,-5,20:12:17
A,6,J,0,20:12:19
A,7,J,0,20:12:20
A,8,J,-4,20:12:21
A,9,J,-5,20:12:22
A,10,J,-5,20:12:37
A,11,J,-8,20:12:38
A,12,J,0,20:12:40
A,13,J,1,20:12:41
A,14,J,6,20:12:42
A,15,J,1,20:12:43
A,16,J,3,20:12:44
A,17,J,1,20:12:44
A,18,J,3,20:12:45
A,19,J,5,20:12:46
A,20,J,7,20:12:46
A,21,J,8,20:12:47
A,22,J,8,20:12:48
A,23,J,8,20:12:48
A,24,J,7,20:12:49
A,25,J,8,20:12:50
A,26,J,7,20:12:50
A,27,J,5,20:12:51
A,28,J,8,20:12:51
A,29,J,8,20:12:52
A,30,J,9,20:12:53
A,31,J,9,20:12:53
A,32,J,9,20:12:54
A,33,J,8,20:12:55
A,34,J,9,20:12:55
A,35,J,9,20:12:56
A,36,J,9,20:12:57
A,37,J,9,20:12:57
A,38,J,9,20:12:58
A,39,J,9,20:12:59
A,40,J,9,20:12:59
A,41,J,8,20:13:00
A,42,J,8,20:13:01
A,43,J,7,20:13:01
A,44,J,5,20:13:02
A,45,J,6,20:13:03
A,46,J,8,20:13:03
A,47,J,2,20:13:04
A,48,J,5,20:13:05
A,49,J,6,20:13:05
A,50,J,7,20:13:06
A,51,J,5,20:13:07
A,52,J,3,20:13:08
A,53,J,3,20:13:09
A,54,J,1,20:13:09
A,55,J,0,20:13:10
A,56,J,-1,20:13:11
A,57,J,-4,20:13:12
A,58,J,-3,20:13:16
A,59,J,-3,20:21:34
A,60,J,0,20:21:34
A,61,J,6,20:21:35
A,62,J,1,20:21:36
A,63,J,7,20:21:36
A,64,J,5,20:21:37
A,65,J,7,20:21:38
A,66,J,5,20:21:39
A,67,J,6,20:21:39
A,68,J,8,20:21:40
A,69,J,8,20:21:41
A,70,J,7,20:21:41
A,71,J,9,20:21:42
A,72,J,6,20:21:43
A,73,J,8,20:21:43
A,74,J,8,20:21:44
A,75,J,9,20:21:45
A,76,J,9,20:21:45
A,77,J,9,20:21:46
A,78,J,8,20:21:47
A,79,J,9,20:21:47
A,80,J,9,20:21:48
A,81,J,9,20:21:49
A,82,J,9,20:21:49
A,83,J,9,20:21:50
A,84,J,8,20:21:51
A,85,J,8,20:21:51
A,86,J,9,20:21:52
A,87,J,9,20:21:53
A,88,J,9,20:21:53
A,89,J,8,20:21:54
A,90,J,7,20:21:55
A,91,J,9,20:21:55
A,92,J,9,20:21:56
A,93,J,9,20:21:57
A,94,J,9,20:21:57
A,95,J,9,20:21:58
A,96,J,9,20:21:59
A,97,J,9,20:21:59
A,98,J,9,20:22:00
A,99,J,9,20:22:01
A,100,J,8,20:22:01
A,101,J,9,20:22:02
A,102,J,8,20:22:03
A,103,J,7,20:22:03
